series_name,index,target,pred,model,AE,SE,TUE,APE,Paradigm,Phase
co2_levels,29,317.22,317.64916663154105,MLP,0.4291666315410225,0.1841839976282678,,0.0013528990339229004,offline,train
co2_levels,30,317.1,317.3336989597425,MLP,0.23369895974246901,0.05461520378471215,,0.0007369882048012267,offline,train
co2_levels,31,316.85,317.16632366268084,MLP,0.3163236626808157,0.10006065957180647,,0.0009983388438719132,offline,train
co2_levels,32,316.89,316.98870705284213,MLP,0.0987070528421441,0.009743082280781827,,0.00031148680249343334,offline,train
co2_levels,33,316.96,316.9512178607606,MLP,0.0087821392393721,7.712596961971917e-05,,2.7707405475050797e-05,offline,train
co2_levels,34,316.84,317.0344085652042,MLP,0.19440856520424177,0.03779469022477192,,0.0006135859272952966,offline,train
co2_levels,35,317.05,316.9324209354644,MLP,0.11757906453561873,0.013824836417071194,,0.00037085338128250663,offline,train
co2_levels,36,317.25,317.1573172150459,MLP,0.09268278495409277,0.008590098626846605,,0.0002921443182162105,offline,train
co2_levels,37,317.16,317.3317819942601,MLP,0.17178199426007268,0.029509053551967642,,0.0005416256597933934,offline,train
co2_levels,38,317.73,317.27630712009085,MLP,0.45369287990916973,0.2058372292802763,,0.0014279195540527168,offline,train
co2_levels,39,317.61,317.78264921080614,MLP,0.17264921080612794,0.029807749991978806,,0.000543588711961613,offline,train
co2_levels,40,317.89,317.7346673348797,MLP,0.15533266512028376,0.02412823685337022,,0.0004886365255915057,offline,train
co2_levels,41,318.09,317.9697339384567,MLP,0.12026606154324782,0.014463925559124272,,0.0003780881560037971,offline,train
co2_levels,42,317.92,318.1859060416777,MLP,0.26590604167768106,0.07070602300069266,,0.000836392934315806,offline,train
co2_levels,43,318.34,318.0095892068899,MLP,0.3304107931100475,0.10917129220361062,,0.0010379179277189405,offline,train
co2_levels,44,318.0,318.39212482751196,MLP,0.39212482751196376,0.15376188035128732,,0.0012330969418615212,offline,train
co2_levels,45,317.78,318.13850143852136,MLP,0.3585014385213867,0.1285232814219036,,0.0011281434908470853,offline,train
co2_levels,46,317.89,317.85136489247225,MLP,0.03863510752773891,0.0014926715336799478,,0.00012153608961508355,offline,train
co2_levels,47,317.89,318.00908207315155,MLP,0.11908207315156005,0.014180540146073499,,0.00037460150728730083,offline,train
co2_levels,48,318.39,317.98466793934915,MLP,0.40533206065083505,0.1642940793914522,,0.0012730678119627975,offline,train
co2_levels,49,318.24,318.47109107206654,MLP,0.23109107206653334,0.05340308358885971,,0.0007261534441507458,offline,train
co2_levels,50,318.16,318.3737244683083,MLP,0.2137244683082713,0.04567814835365326,,0.000671751534788381,offline,train
co2_levels,51,318.45,318.234523105354,MLP,0.21547689464597397,0.046430292126272164,,0.0006766427842549034,offline,train
co2_levels,52,318.94,318.55635175747017,MLP,0.38364824252983,0.14718597399622724,,0.0012028853155133567,offline,train
co2_levels,53,318.71,319.0349781148858,MLP,0.3249781148858233,0.10561077515474336,,0.0010196671421851316,offline,train
co2_levels,54,319.18,318.80759328840884,MLP,0.372406711591168,0.13868675883814738,,0.0011667607982679617,offline,train
