series_name,index,target,pred,model,AE,SE,TUE,APE,Paradigm,Phase
co2_levels,29,317.22,317.57972955974844,PADT-B,0.35972955974841625,0.1294053561567894,,0.0011340065561705323,offline,train
co2_levels,30,317.1,317.3851777777778,PADT-B,0.28517777777778974,0.08132636493827843,,0.0008993307403903807,offline,train
co2_levels,31,316.85,317.13972955974845,PADT-B,0.28972955974842307,0.08394321779201505,,0.0009144060588556827,offline,train
co2_levels,32,316.89,316.90113270142183,PADT-B,0.011132701421843194,0.00012393704094790947,,3.513112254044998e-05,offline,train
co2_levels,33,316.96,316.9411327014218,PADT-B,0.018867298578186364,0.0003559749556384332,,5.952580318710994e-05,offline,train
co2_levels,34,316.84,316.9997295597484,PADT-B,0.15972955974842762,0.02551353225742651,,0.0005041331894597514,offline,train
co2_levels,35,317.05,316.8797295597484,PADT-B,0.1702704402516133,0.02899202282347822,,0.0005370460187718445,offline,train
co2_levels,36,317.25,317.08972955974843,PADT-B,0.16027044025156556,0.025686614018430646,,0.0005051865728969758,offline,train
co2_levels,37,317.16,317.2376666666667,PADT-B,0.07766666666668698,0.006032111111114266,,0.00024488165804857794,offline,train
co2_levels,38,317.73,317.19972955974845,PADT-B,0.5302704402515701,0.28118673980459397,,0.0016689341272513457,offline,train
co2_levels,39,317.61,317.82529716981134,PADT-B,0.21529716981132196,0.046352871328765206,,0.0006778664708646515,offline,train
co2_levels,40,317.89,317.70529716981133,PADT-B,0.1847028301886553,0.034115135479699236,,0.00058102749438062,offline,train
co2_levels,41,318.09,317.9852971698113,PADT-B,0.10470283018867121,0.01096268264951772,,0.00032916102420280807,offline,train
co2_levels,42,317.92,318.1297295597484,PADT-B,0.20972955974838214,0.043986488232250195,,0.0006596928779201753,offline,train
co2_levels,43,318.34,317.95972955974844,PADT-B,0.380270440251536,0.144605607729097,,0.001194541811432858,offline,train
co2_levels,44,318.0,318.4352971698113,PADT-B,0.4352971698112924,0.18948362604572114,,0.0013688590245638126,offline,train
co2_levels,45,317.78,318.0952971698113,PADT-B,0.3152971698113447,0.09941230529104393,,0.000992186952644423,offline,train
co2_levels,46,317.89,317.8752971698113,PADT-B,0.014702830188696225,0.0002161732155576371,,4.6251313940974e-05,offline,train
co2_levels,47,317.89,317.9834659090909,PADT-B,0.09346590909092356,0.008735876162192787,,0.0002940196580292666,offline,train
co2_levels,48,318.39,317.9834659090909,PADT-B,0.40653409090907644,0.16526996707126923,,0.0012768431511953153,offline,train
co2_levels,49,318.24,318.4411327014218,PADT-B,0.20113270142178408,0.04045436358122454,,0.0006320157787260686,offline,train
co2_levels,50,318.16,318.33346590909093,PADT-B,0.17346590909090764,0.030090421616735034,,0.0005452159576656639,offline,train
co2_levels,51,318.45,318.25346590909095,PADT-B,0.19653409090904006,0.038625648889442823,,0.0006171583950668552,offline,train
co2_levels,52,318.94,318.5434659090909,PADT-B,0.39653409090908553,0.1572392852530949,,0.0012432874236818383,offline,train
co2_levels,53,318.71,319.0334659090909,PADT-B,0.32346590909094175,0.1046301943440294,,0.0010149223717201901,offline,train
co2_levels,54,319.18,318.8034659090909,PADT-B,0.3765340909091037,0.14177792161674518,,0.0011796919948276951,offline,train
co2_levels,55,318.46,319.27346590909093,PADT-B,0.8134659090909508,0.6617267852531671,,0.002554373890256079,offline,train
co2_levels,56,318.59,318.5534659090909,PADT-B,0.03653409090907189,0.0013347397985523294,,0.0001146743178036721,offline,train
co2_levels,57,318.47,318.6834659090909,PADT-B,0.21346590909087126,0.04556769434399212,,0.0006702857697455687,offline,train
co2_levels,58,318.69,318.56346590909095,PADT-B,0.12653409090904688,0.01601087616217894,,0.00039704443474551096,offline,train
co2_levels,59,318.41,318.7834659090909,PADT-B,0.3734659090908963,0.1394767852530896,,0.0011729088567912322,offline,train
co2_levels,60,318.57,318.46113270142183,PADT-B,0.10886729857816135,0.011852088699706533,,0.0003417374472742611,offline,train
co2_levels,61,319.05,318.6634659090909,PADT-B,0.38653409090909463,0.14940860343492024,,0.0012115157213887936,offline,train
co2_levels,62,319.38,319.0236395348837,PADT-B,0.35636046511626773,0.12699278109788267,,0.0011157882933066183,offline,train
co2_levels,63,319.31,319.5123661971831,PADT-B,0.20236619718309612,0.04095207776234774,,0.0006337609131661899,offline,train
co2_levels,64,319.07,319.4423661971831,PADT-B,0.37236619718311204,0.13865658480461227,,0.001167036064760435,offline,train
co2_levels,65,319.07,319.2023661971831,PADT-B,0.13236619718310294,0.01752081015671609,,0.0004148500240796783,offline,train
co2_levels,66,319.16,319.2023661971831,PADT-B,0.04236619718307111,0.0017948946637548623,,0.0001327428160893317,offline,train
co2_levels,67,319.03,319.25346590909095,PADT-B,0.22346590909097586,0.049937012525856285,,0.0007004542177568751,offline,train
co2_levels,68,318.98,319.1234659090909,PADT-B,0.14346590909087809,0.020582467071272096,,0.0004497645905413445,offline,train
co2_levels,69,319.13,319.07346590909094,PADT-B,0.0565340909090537,0.0031961034349131485,,0.00017715066245434057,offline,train
co2_levels,70,319.52,319.2234659090909,PADT-B,0.2965340909090628,0.08793246707126431,,0.0009280611257794905,offline,train
co2_levels,71,319.37,319.6134659090909,PADT-B,0.24346590909090082,0.059275648889458785,,0.000762331806653414,offline,train
co2_levels,72,319.41,319.4634659090909,PADT-B,0.053465909090903097,0.0028586034349167145,,0.00016738959046649476,offline,train
co2_levels,73,319.46,319.50346590909095,PADT-B,0.043465909090969035,0.0018892852531043846,,0.00013606056811797733,offline,train
co2_levels,74,319.37,319.5534659090909,PADT-B,0.18346590909089855,0.03365973979854985,,0.0005744619378491985,offline,train
co2_levels,75,319.73,319.4634659090909,PADT-B,0.2665340909090901,0.0710404216167351,,0.0008336224029934321,offline,train
co2_levels,76,319.79,319.82346590909094,PADT-B,0.033465909090921286,0.001119967071281808,,0.00010464964223684695,offline,train
co2_levels,77,320.03,319.88346590909094,PADT-B,0.1465340909090287,0.021472239798535485,,0.00045787610820557044,offline,train
co2_levels,78,319.67,320.1234659090909,PADT-B,0.45346590909088036,0.20563133070761858,,0.0014185438392432207,offline,train
co2_levels,79,319.93,319.76346590909094,PADT-B,0.16653409090906734,0.027733603434909507,,0.0005205329006628555,offline,train
co2_levels,80,319.59,320.02346590909093,PADT-B,0.4334659090909554,0.1878926943440484,,0.001356318749306785,offline,train
co2_levels,81,319.49,319.6834659090909,PADT-B,0.19346590909088945,0.037429057980364305,,0.0006055460549340807,offline,train
co2_levels,82,319.38,319.58346590909093,PADT-B,0.2034659090909372,0.041398376162201524,,0.0006370652798889636,offline,train
co2_levels,83,319.79,319.4734659090909,PADT-B,0.31653409090910145,0.1001938307076513,,0.0009898186025488647,offline,train
co2_levels,84,319.59,319.88346590909094,PADT-B,0.29346590909096903,0.0861222397985889,,0.000918257483309769,offline,train
co2_levels,85,319.79,319.6852971698113,PADT-B,0.10470283018872806,0.010962682649529624,,0.0003274112079449891,offline,train
co2_levels,86,319.28,319.88529716981134,PADT-B,0.6052971698113652,0.36638466378164863,,0.0018958192489707004,offline,train
co2_levels,87,319.68,319.3752971698113,PADT-B,0.3047028301887167,0.09284381472501392,,0.0009531494938335732,offline,train
co2_levels,88,320.53,319.77346590909093,PADT-B,0.7565340909090423,0.5723438307075711,,0.0023602598537080534,offline,train
co2_levels,89,320.18,320.49730693069307,PADT-B,0.31730693069306426,0.10068368826585308,,0.0009910267058937606,offline,train
co2_levels,90,320.78,320.2752971698113,PADT-B,0.5047028301886485,0.25472494680043173,,0.001573361276228719,offline,train
co2_levels,91,320.37,320.8752971698113,PADT-B,0.5052971698112856,0.2553252298192952,,0.0015772299834918549,offline,train
co2_levels,92,320.79,320.4652971698113,PADT-B,0.3247028301886985,0.10543192793255077,,0.001012197481806473,offline,train
co2_levels,93,320.2,320.88529716981134,PADT-B,0.6852971698113492,0.46963221095144525,,0.0021402160206475617,offline,train
co2_levels,94,320.57,320.2952971698113,PADT-B,0.27470283018868713,0.07546164491367467,,0.0008569199556686125,offline,train
co2_levels,95,320.94,320.6652971698113,PADT-B,0.27470283018868713,0.07546164491367467,,0.0008559320439605133,offline,train
co2_levels,96,321.08,320.9668571428572,PADT-B,0.11314285714280459,0.012801306122437087,,0.0003523821388526367,offline,train
co2_levels,97,321.34,321.1752971698113,PADT-B,0.1647028301886735,0.027127022272159015,,0.0005125500410427382,offline,train
co2_levels,98,321.18,321.4352971698113,PADT-B,0.2552971698112856,0.06517664491365238,,0.0007948725630838956,offline,train
co2_levels,99,321.55,321.27346590909093,PADT-B,0.276534090909081,0.07647110343491187,,0.0008600033926576924,offline,train
co2_levels,100,321.69,321.64346590909093,PADT-B,0.0465340909090628,0.002165421616732921,,0.00014465507447873044,offline,train
co2_levels,101,321.68,321.7852971698113,PADT-B,0.10529716981130832,0.0110874939702715,,0.00032733514614308727,offline,train
co2_levels,102,321.61,321.7752971698113,PADT-B,0.1652971698113106,0.02732315434762925,,0.0005139677553910345,offline,train
co2_levels,103,321.18,321.70346590909094,PADT-B,0.5234659090909304,0.2740165579803942,,0.0016298210009680876,offline,train
co2_levels,104,321.71,321.27346590909093,PADT-B,0.43653409090904916,0.19056201252579,,0.0013569180035095246,offline,train
co2_levels,105,321.81,321.642619047619,PADT-B,0.16738095238099504,0.02801638321996893,,0.0005201235274882541,offline,train
co2_levels,106,322.28,321.9423661971831,PADT-B,0.3376338028168675,0.11399658480457936,,0.0010476411903216692,offline,train
co2_levels,107,321.83,322.2536395348837,PADT-B,0.423639534883705,0.17947045551648189,,0.0013163456945707516,offline,train
co2_levels,108,321.72,321.9623661971831,PADT-B,0.24236619718305974,0.058741373536977795,,0.0007533451360905748,offline,train
co2_levels,109,322.05,321.85236619718313,PADT-B,0.19763380281688114,0.039059120015861856,,0.0006136742829277477,offline,train
co2_levels,110,322.09,322.1823661971831,PADT-B,0.09236619718313932,0.008531514382074574,,0.00028677139055276267,offline,train
co2_levels,111,321.89,322.2223661971831,PADT-B,0.33236619718309157,0.1104672890299497,,0.0010325458920224038,offline,train
co2_levels,112,321.86,321.979425,PADT-B,0.11942499999997835,0.01426233062499483,,0.0003710464176970681,offline,train
co2_levels,113,322.24,321.9923661971831,PADT-B,0.2476338028168925,0.0613225002975556,,0.000768476299704855,offline,train
co2_levels,114,322.24,322.3723661971831,PADT-B,0.13236619718310294,0.01752081015671609,,0.0004107689833139987,offline,train
