series_name,index,target,pred,model,AE,SE,TUE,APE,Paradigm,Phase
co2_levels,29,317.22,317.57240686655047,XGBR,0.35240686655043874,0.12419059959189874,,0.0011109225980405987,offline,train
co2_levels,30,317.1,317.35813996315005,XGBR,0.25813996315002896,0.06663624057509832,,0.0008140648475245315,offline,train
co2_levels,31,316.85,317.1560932122171,XGBR,0.3060932122170925,0.09369305456537803,,0.0009660508512453605,offline,train
co2_levels,32,316.89,317.0027163088322,XGBR,0.11271630883220496,0.012704966276757006,,0.00035569537957084465,offline,train
co2_levels,33,316.96,316.97802315592764,XGBR,0.018023155927664902,0.0003248341495929225,,5.6862556561285034e-05,offline,train
co2_levels,34,316.84,317.0342134004831,XGBR,0.19421340048313596,0.03771884492722295,,0.0006129699548135841,offline,train
co2_levels,35,317.05,317.08037273228166,XGBR,0.030372732281648496,0.0009225028662526926,,9.579792550590915e-05,offline,train
co2_levels,36,317.25,317.1753197938204,XGBR,0.07468020617960747,0.005577133195028681,,0.00023539860103895182,offline,train
co2_levels,37,317.16,317.3396517559886,XGBR,0.17965175598857286,0.032274753429777724,,0.0005664388825468938,offline,train
co2_levels,38,317.73,317.37370525658133,XGBR,0.3562947434186867,0.12694594418778782,,0.0011213758329987307,offline,train
co2_levels,39,317.61,317.67787293300034,XGBR,0.0678729330003307,0.004606735034067381,,0.00021369897988202734,offline,train
co2_levels,40,317.89,317.7685865020752,XGBR,0.1214134979247774,0.014741237478329927,,0.00038193556867085283,offline,train
co2_levels,41,318.09,317.8831726003997,XGBR,0.20682739960028584,0.042777573225416324,,0.0006502166041066549,offline,train
co2_levels,42,317.92,318.1525734776258,XGBR,0.23257347762580594,0.05409042249496125,,0.0007315471742130282,offline,train
co2_levels,43,318.34,318.161212323308,XGBR,0.17878767669196804,0.0319650333369117,,0.0005616249189293462,offline,train
co2_levels,44,318.0,318.28285513460634,XGBR,0.2828551346063364,0.08000702717316867,,0.0008894815553658376,offline,train
co2_levels,45,317.78,318.10783222317696,XGBR,0.32783222317698346,0.10747396655316349,,0.0010316326489300254,offline,train
co2_levels,46,317.89,317.88532394796607,XGBR,0.004676052033914857,2.186546262387927e-05,,1.4709654389615455e-05,offline,train
co2_levels,47,317.89,318.0359895670414,XGBR,0.1459895670413971,0.021312953684934577,,0.0004592455473320869,offline,train
co2_levels,48,318.39,318.02961927592753,XGBR,0.36038072407245636,0.12987426628298793,,0.0011318845569033462,offline,train
co2_levels,49,318.24,318.41476198412477,XGBR,0.17476198412475696,0.030541751095221805,,0.000549151533825908,offline,train
co2_levels,50,318.16,318.4249336177111,XGBR,0.2649336177110513,0.07018982179346546,,0.0008327056126195978,offline,train
co2_levels,51,318.45,318.2879274374247,XGBR,0.1620725625753039,0.026267515539725797,,0.0005089419455968092,offline,train
co2_levels,52,318.94,318.5476693406701,XGBR,0.3923306593299003,0.1539233462502343,,0.0012301080432993675,offline,train
co2_levels,53,318.71,318.97319964557886,XGBR,0.2631996455788794,0.06927405343284775,,0.0008258280116057841,offline,train
co2_levels,54,319.18,318.85791044592855,XGBR,0.3220895540714537,0.10374168084194788,,0.0010091157154942466,offline,train
co2_levels,55,318.46,319.1031212437153,XGBR,0.6431212437153135,0.4136049341179317,,0.002019472598490591,offline,train
co2_levels,56,318.59,318.6167676961422,XGBR,0.026767696142201203,0.0007165095567612131,,8.401926031012023e-05,offline,train
co2_levels,57,318.47,318.7135944777727,XGBR,0.2435944777726604,0.05933826960133515,,0.0007648898727436192,offline,train
co2_levels,58,318.69,318.56482292830947,XGBR,0.12517707169052983,0.015669299277016043,,0.00039278631802230955,offline,train
co2_levels,59,318.41,318.73880971089005,XGBR,0.3288097108900274,0.10811582597558342,,0.001032661382777009,offline,train
co2_levels,60,318.57,318.5367288774252,XGBR,0.03327112257477438,0.0011069675973856615,,0.00010443896969198099,offline,train
co2_levels,61,319.05,318.6896322366595,XGBR,0.36036776334049136,0.1298649248550284,,0.0011295024708995185,offline,train
co2_levels,62,319.38,319.114010553062,XGBR,0.26598944693802196,0.0707503858823948,,0.0008328306310289372,offline,train
co2_levels,63,319.31,319.44265004724264,XGBR,0.13265004724263463,0.0175960350334732,,0.00041542716245227093,offline,train
co2_levels,64,319.07,319.36096745863557,XGBR,0.2909674586355777,0.08466206198484663,,0.0009119235861584534,offline,train
co2_levels,65,319.07,319.21842458069324,XGBR,0.14842458069324493,0.022029856153965577,,0.0004651787403806216,offline,train
co2_levels,66,319.16,319.19342926859855,XGBR,0.033429268598524686,0.0011175159990323086,,0.00010474141057314415,offline,train
co2_levels,67,319.03,319.264146309197,XGBR,0.2341463091970013,0.054824494110577736,,0.0007339319474563562,offline,train
co2_levels,68,318.98,319.13610549151895,XGBR,0.15610549151892883,0.024368924482366362,,0.0004893895903157841,offline,train
co2_levels,69,319.13,319.1097659426928,XGBR,0.02023405730722061,0.00040941707511188777,,6.34038081885771e-05,offline,train
co2_levels,70,319.52,319.2454270172119,XGBR,0.2745729827880723,0.07539032287713905,,0.0008593295655610675,offline,train
co2_levels,71,319.37,319.54836383134125,XGBR,0.1783638313412439,0.0318136563307277,,0.0005584864932249238,offline,train
co2_levels,72,319.41,319.4987993043661,XGBR,0.08879930436609129,0.00788531645590172,,0.00027801040783347823,offline,train
co2_levels,73,319.46,319.48636351883414,XGBR,0.02636351883415955,0.0006950351253190853,,8.252525772916657e-05,offline,train
co2_levels,74,319.37,319.53672023028133,XGBR,0.16672023028132799,0.027795635185059033,,0.000522028463166008,offline,train
co2_levels,75,319.73,319.57787151157856,XGBR,0.15212848842145377,0.023143076989396393,,0.00047580298508570907,offline,train
co2_levels,76,319.79,319.7980343806744,XGBR,0.008034380674359909,6.455127282052798e-05,,2.51239271845896e-05,offline,train
co2_levels,77,320.03,319.94669971704485,XGBR,0.08330028295512193,0.006938937140403377,,0.0002602889821426802,offline,train
co2_levels,78,319.67,319.992032623589,XGBR,0.32203262358899565,0.10370501065561176,,0.0010073908204992512,offline,train
co2_levels,79,319.93,319.8317354601622,XGBR,0.09826453983782812,0.009655919789540111,,0.00030714387471580696,offline,train
co2_levels,80,319.59,319.86889490514994,XGBR,0.2788949051499685,0.07778236811860993,,0.0008726646802151774,offline,train
co2_levels,81,319.49,319.74314230322835,XGBR,0.2531423032283442,0.06408102568375096,,0.0007923324774745506,offline,train
co2_levels,82,319.38,319.56104482501746,XGBR,0.18104482501746588,0.03277722866560484,,0.0005668633759705237,offline,train
co2_levels,83,319.79,319.514653031826,XGBR,0.2753469681740057,0.07581595288261692,,0.0008610243227555762,offline,train
co2_levels,84,319.59,319.87108170330526,XGBR,0.2810817033052899,0.07900692393300303,,0.0008795071914180355,offline,train
co2_levels,85,319.79,319.7984958106279,XGBR,0.008495810627891842,7.217879822499997e-05,,2.6566842702685644e-05,offline,train
co2_levels,86,319.28,319.72538885563614,XGBR,0.4453888556361676,0.19837123272489493,,0.0013949788763347772,offline,train
co2_levels,87,319.68,319.52938820302484,XGBR,0.1506117969751699,0.0226839133880898,,0.0004711329985459519,offline,train
co2_levels,88,320.53,319.84869655251504,XGBR,0.681303447484936,0.4641743875548589,,0.002125552826521499,offline,train
co2_levels,89,320.18,320.566385461688,XGBR,0.3863854616880076,0.14929372500385477,,0.001206775756412042,offline,train
co2_levels,90,320.78,320.4067660647631,XGBR,0.37323393523689674,0.13930357041242003,,0.0011635199676940482,offline,train
co2_levels,91,320.37,320.7506477038562,XGBR,0.38064770385619795,0.14489267445099577,,0.0011881502757942314,offline,train
co2_levels,92,320.79,320.6076116961241,XGBR,0.18238830387593907,0.03326549339074189,,0.0005685598175627016,offline,train
co2_levels,93,320.2,320.74809654146435,XGBR,0.5480965414643606,0.30040981876519357,,0.001711731859663837,offline,train
co2_levels,94,320.57,320.39885297119616,XGBR,0.17114702880382993,0.029291305468378992,,0.0005338834850542157,offline,train
co2_levels,95,320.94,320.6966299933195,XGBR,0.24337000668049313,0.05922896015166327,,0.00075830375360034,offline,train
co2_levels,96,321.08,320.96250450477004,XGBR,0.11749549522994585,0.013805191399330227,,0.0003659383805591935,offline,train
co2_levels,97,321.34,321.267123760581,XGBR,0.07287623941897436,0.005310946271851673,,0.00022678857104305213,offline,train
co2_levels,98,321.18,321.35739203743634,XGBR,0.17739203743633425,0.03146793494581381,,0.0005523134611007355,offline,train
co2_levels,99,321.55,321.3194205391407,XGBR,0.23057946085930325,0.05316688777016696,,0.000717087422980262,offline,train
co2_levels,100,321.69,321.5437739162706,XGBR,0.1462260837294025,0.02138206756283823,,0.00045455588836893434,offline,train
co2_levels,101,321.68,321.818917068243,XGBR,0.13891706824301764,0.01929795184923522,,0.0004318486329365134,offline,train
co2_levels,102,321.61,321.80317687273026,XGBR,0.1931768727302483,0.03731730415783855,,0.0006006556784000756,offline,train
co2_levels,103,321.18,321.6231563358009,XGBR,0.443156335800893,0.1963875379604738,,0.0013797756267541347,offline,train
co2_levels,104,321.71,321.41212911188603,XGBR,0.29787088811394824,0.08872706598579227,,0.0009258987538899887,offline,train
co2_levels,105,321.81,321.74211775794623,XGBR,0.06788224205376991,0.004607998786246609,,0.00021093888335903146,offline,train
co2_levels,106,322.28,321.9272411888838,XGBR,0.352758811116189,0.12443877882010711,,0.001094572455989168,offline,train
co2_levels,107,321.83,322.16637751340863,XGBR,0.3363775134086495,0.11314983152698618,,0.001045202477732497,offline,train
co2_levels,108,321.72,321.99418962180613,XGBR,0.2741896218061015,0.07517994870617298,,0.0008522616617123632,offline,train
co2_levels,109,322.05,321.92468598604205,XGBR,0.12531401395796138,0.015703602094256138,,0.00038911353503481253,offline,train
co2_levels,110,322.09,322.1380467146635,XGBR,0.048046714663541934,0.0023084867899598157,,0.0001491717056212299,offline,train
co2_levels,111,321.89,322.23557409286497,XGBR,0.34557409286497887,0.11942145365945303,,0.001073578218847988,offline,train
co2_levels,112,321.86,321.9758179479837,XGBR,0.11581794798371448,0.013413797075158392,,0.0003598395202377259,offline,train
co2_levels,113,322.24,321.9795850521326,XGBR,0.26041494786738895,0.0678159450727749,,0.0008081397339479547,offline,train
co2_levels,114,322.24,322.29244625732304,XGBR,0.05244625732302666,0.0027506099071931273,,0.000162755267263613,offline,train
co2_levels,115,322.48,322.4294024908543,XGBR,0.05059750914574579,0.002560107931753829,,0.0001569012315360512,offline,train
co2_levels,116,322.66,322.4496539081633,XGBR,0.21034609183669772,0.04424547835097247,,0.0006519125142152659,offline,train
co2_levels,117,322.74,322.76342188924554,XGBR,0.023421889245526017,0.0005485848958296873,,7.257200609012214e-05,offline,train
co2_levels,118,322.51,322.7505394097045,XGBR,0.2405394097045246,0.057859207621001135,,0.0007458355080602915,offline,train
co2_levels,119,322.48,322.60704994410276,XGBR,0.12704994410273684,0.016141688296508555,,0.00039397774777579024,offline,train
co2_levels,120,322.55,322.5741563844681,XGBR,0.024156384468085434,0.0005835309105699592,,7.489190658219015e-05,offline,train
co2_levels,121,322.63,322.66355367302896,XGBR,0.03355367302896184,0.001125848973734481,,0.00010400047431721117,offline,train
co2_levels,122,322.66,322.73494592785835,XGBR,0.0749459278583231,0.005616892102544971,,0.00023227523665258506,offline,train
co2_levels,123,323.17,322.7994805759192,XGBR,0.3705194240808396,0.13728464362119705,,0.0011465155307758752,offline,train
co2_levels,124,323.48,323.22269611626865,XGBR,0.2573038837313675,0.06620528858324508,,0.0007954243963502148,offline,train
co2_levels,125,323.46,323.5789046394825,XGBR,0.11890463948253682,0.014138313290472054,,0.0003676022985300712,offline,train
